岗位id,城市,公司全名,公司缩写,福利待遇,工作地点,学历要求,工作类型,发布时间,职位名称,薪资,工作年限,公司类型,公司规模,公司阶段
6416668,北京,北京能量盒科技有限公司上海分公司,Fun Plus,[],海淀区,本科,产品|需求|项目类,1天前发布,广告数据分析师,20k-35k,3-5年,游戏,500-2000人,B轮
6410216,惠州,惠州酷友网络科技有限公司,TCL-O2O,"['年底双薪', '五险一金', '节日福利', '午餐补助']",惠城区,本科,产品|需求|项目类,2天前发布,数据分析师,10k-20k,3-5年,电商,2000人以上,未融资
5524909,深圳,深圳市立创电子商务有限公司,立创商城,"['节日礼物', '五险一金', '水果、下午茶', '带薪年假']",福田区,本科,产品|需求|项目类,1天前发布,数据分析师（商品方向）,15k-25k,3-5年,"电商,硬件",150-500人,A轮
6417447,成都,成都乐信圣文科技有限责任公司,乐信圣文,"['带薪年假', '午餐补助', '年终奖金', '五险一金']",双流区,本科,产品|需求|项目类,1天前发布,数据分析实习生,1k-2k,应届毕业生,"游戏,医疗丨健康",150-500人,B轮
5389270,深圳,深圳市立创电子商务有限公司,立创商城,"['节日礼物', '五险一金', '水果、下午茶', '带薪年假']",福田区,本科,开发|测试|运维类,1天前发布,数据分析师（用户方向）,15k-25k,3-5年,"电商,硬件",150-500人,A轮
6407877,深圳,深圳市一面网络技术有限公司,一面数据,"['技能培训', '海归精英团队', 'Geek分享', '绩效奖金']",南山区,本科,开发|测试|运维类,15:03发布,数据分析师（实习）,3k-6k,应届毕业生,数据服务,50-150人,A轮
6420444,上海,上海鹏芮网络科技有限公司,Quantum One,[],虹口区,本科,产品|需求|项目类,1天前发布,数据分析师,8k-12k,1-3年,数据服务,15-50人,天使轮
6420977,西安,西安瑜乐文化科技股份有限公司,每日瑜伽,"['五险一金', '带薪年假', '弹性工作', '扁平管理']",雁塔区,本科,产品|需求|项目类,09:13发布,产品数据分析,8k-13k,3-5年,文娱丨内容,50-150人,A轮
6417703,北京,北京邦利德网络科技有限公司,邦利德,"['年底双薪', '交通补助', '午餐补助', '带薪年假']",海淀区,本科,运营|编辑|客服类,1天前发布,数据分析负责人,15k-30k,5-10年,电商,150-500人,B轮
6181894,北京,北京新东方迅程网络科技股份有限公司,新东方在线,"['年度旅游', '定期体检', '免费健身', '交通补助']",海淀区,本科,开发|测试|运维类,2019/8/26,数据分析师 (2020校招),11k-22k,应届毕业生,教育,500-2000人,不需要融资
6409334,北京,普信恒业科技发展(北京)有限公司,宜人贷,[],朝阳区,硕士,开发|测试|运维类,3天前发布,数据分析实习生,3k-4k,应届毕业生,金融,2000人以上,上市公司
6420157,北京,北京瑞思天创科技有限公司,瑞思天创,[],海淀区,本科,开发|测试|运维类,1天前发布,数据分析工程师/专家,15k-20k,3-5年,信息安全,15-50人,不需要融资
6409349,北京,京东数字科技控股有限公司,京东数字科技,"['供应链金融', '消费金融', '众筹业务', '支付业务']",大兴区,本科,开发|测试|运维类,3天前发布,高级数据分析师,25k-40k,5-10年,金融,2000人以上,上市公司
6410738,上海,上海汇航捷讯网络科技有限公司,运去哪,"['节日礼物', '年底双薪', '带薪年假', '绩效奖金']",浦东新区,本科,产品|需求|项目类,2天前发布,高级数据分析师,20k-30k,3-5年,"电商,企业服务",150-500人,B轮
5319175,上海,上海喔噻互联网科技有限公司,收钱吧,"['工程师文化', '年轻朝气', '弹性工作', '股票期权']",普陀区,本科,开发|测试|运维类,1天前发布,数据分析师（数据中心）,15k-25k,1-3年,移动互联网,500-2000人,C轮
917502,深圳,深圳市和讯华谷信息技术有限公司,极光,"['五险一金', '文体活动', '团建旅游', '美味晚餐']",南山区,本科,产品|需求|项目类,11:16发布,数据分析师,10k-20k,1-3年,企业服务,500-2000人,上市公司
6263661,北京,北京音娱时光科技有限公司,音娱时光,"['年底双薪', '绩效奖金', '带薪年假', '免费健身']",海淀区,本科,产品|需求|项目类,14:04发布,数据分析,10k-18k,1-3年,移动互联网,50-150人,A轮
4430005,北京,车好多旧机动车经纪（北京）有限公司,车好多集团,"['带薪年假', '弹性工作', '免费班车', '五险一金']",朝阳区,本科,产品|需求|项目类,1天前发布,数据分析师,15k-30k,3-5年,消费生活,2000人以上,D轮及以上
6201375,北京,北京云动九天科技有限公司,省钱快报,"['技能培训', '专项奖金', '带薪年假', '绩效奖金']",东城区,本科,产品|需求|项目类,15:21发布,数据分析师,20k-40k,3-5年,电商,150-500人,C轮
5345259,上海,上海海万信息科技股份有限公司,海万科技,[],浦东新区,本科,产品|需求|项目类,08:58发布,数据分析,10k-15k,1-3年,金融,500-2000人,不需要融资
6082747,北京,威讯柏睿数据科技（北京）有限公司,柏睿数据,"['股票期权', '专项奖金', '带薪年假', '弹性工作']",朝阳区,本科,产品|需求|项目类,15:20发布,数据分析师（应届生）,8k-15k,不限,"数据服务,信息安全",50-150人,B轮
6192468,北京,北京盈衍网络科技有限公司,黄金钱包,"['股票期权', '扁平管理', '十五薪', '定期体检']",朝阳区,本科,产品|需求|项目类,13:58发布,数据分析师,10k-15k,1-3年,金融,50-150人,C轮
4326707,北京,北京数美时代科技有限公司,数美,"['年底双薪', '大数据', '带薪年假', '通讯津贴']",朝阳区,本科,开发|测试|运维类,10:28发布,数据分析师,15k-25k,1-3年,"企业服务,数据服务",150-500人,B轮
3681440,北京,北京数美时代科技有限公司,数美,"['年底双薪', '大数据', '带薪年假', '通讯津贴']",朝阳区,本科,开发|测试|运维类,10:28发布,数据分析师,20k-35k,1-3年,"企业服务,数据服务",150-500人,B轮
5545318,深圳,深圳小步网络科技有限公司,小步网络,"['股票期权', '定期体检', '下午茶', '年度旅游']",宝安区,本科,产品|需求|项目类,15:16发布,数据分析师,20k-40k,3-5年,移动互联网,150-500人,B轮
6165248,广州,广州市爱莲化妆品有限公司,爱莲化妆品,[],白云区,不限,产品|需求|项目类,14:56发布,数据分析,4k-8k,不限,"电商,其他",50-150人,天使轮
6132180,深圳,深圳淘乐网络科技有限公司,淘乐网络,"['骨干配车', '免费三餐', '五险一金', '年度旅游']",南山区,本科,产品|需求|项目类,09:44发布,数据分析师,10k-18k,1-3年,游戏,150-500人,不需要融资
2783123,深圳,深圳妈妈资本管理有限公司,深圳妈妈资本,"['年底双薪', '绩效奖金', '岗位晋升', '年度旅游']",南山区,本科,产品|需求|项目类,09:07发布,数据分析师,15k-30k,3-5年,金融,50-150人,A轮
6028420,上海,上海永辉云创科技有限公司,永辉云创科技有限公司,"['股票期权', '带薪年假', '扁平管理', '管理规范']",徐汇区,本科,产品|需求|项目类,15:09发布,数据分析师,19k-28k,3-5年,"电商,消费生活",2000人以上,D轮及以上
3030864,广州,广州探迹科技有限公司,探迹科技,"['B2B销售', '精准营销', '大数据', '人工智能']",番禺区,本科,开发|测试|运维类,15:28发布,数据分析师,10k-15k,1-3年,"数据服务,企业服务",150-500人,A轮
6393848,北京,欧普拉软件技术（北京）有限公司,Opera,"['浏览器', '移动互联网', 'c++', '安卓']",东城区,本科,产品|需求|项目类,09:56发布,数据分析师,20k-40k,5-10年,移动互联网,500-2000人,上市公司
6098120,上海,上海派拉软件股份有限公司,派拉软件,"['股票期权', '带薪年假', '绩效奖金', '岗位晋升']",浦东新区,硕士,产品|需求|项目类,15:12发布,数据分析师,25k-40k,3-5年,数据服务,150-500人,上市公司
4467010,杭州,杭州嘉云数据科技有限公司,Club Factory,"['海量大数据', '世界级产品', 'AI', '智能供应链']",西湖区,本科,产品|需求|项目类,14:20发布,数据分析师（BI）,8k-15k,1-3年,电商,150-500人,C轮
5959683,深圳,上海莱壳企业管理有限公司,wlaike,"['年底双薪', '帅哥多', '绩效奖金', '专项奖金']",南山区,本科,产品|需求|项目类,14:36发布,数据分析师,20k-40k,3-5年,企业服务,150-500人,B轮
5927578,北京,北京瓴岳信息技术有限公司,洋钱罐,"['14薪', '弹性工作', '零食水果', '午餐晚餐']",朝阳区,本科,产品|需求|项目类,14:06发布,数据分析师,15k-25k,1-3年,金融,150-500人,不需要融资
6349826,北京,深圳有咖互动科技有限公司,有咖互动,"['绩效奖金', '年底双薪', '五险一金', '带薪年假']",朝阳区,本科,产品|需求|项目类,11:14发布,数据分析师,10k-15k,1-3年,移动互联网,150-500人,B轮
6400740,深圳,深圳市阿卡索资讯股份有限公司,阿卡索外教网,"['带薪年假', '弹性工作', '美女多', '领导好']",罗湖区,大专,产品|需求|项目类,1天前发布,数据分析（渠道方向）,8k-12k,1-3年,教育,2000人以上,C轮
5792361,北京,北京读我科技有限公司,伴鱼口语,"['带薪年假', '交通补助', '五险一金', '住宿补贴']",海淀区,本科,运营|编辑|客服类,2天前发布,数据分析师(J10380),15k-30k,3-5年,移动互联网,500-2000人,C轮
6207880,北京,达疆网络科技（上海）有限公司,达达-京东到家,"['年底双薪', '绩效奖金', '岗位晋升', '定期体检']",大兴区,本科,市场|商务类,14:20发布,数据分析师（业务策略）,15k-30k,5-10年,消费生活,2000人以上,D轮及以上
6009986,上海,深圳苹果树数据科技有限公司,苹果树,"['弹性工作', '氛围好', '年底双薪', '扁平管理']",徐汇区,本科,产品|需求|项目类,11:08发布,数据分析师,15k-30k,不限,"金融,数据服务",150-500人,A轮
6407121,北京,畅捷通信息技术股份有限公司,畅捷通,"['技能培训', '节日礼物', '绩效奖金', '岗位晋升']",海淀区,本科,产品|需求|项目类,09:26发布,数据分析师,15k-25k,3-5年,"企业服务,软件开发",500-2000人,上市公司
6099865,上海,上海噗呲网络科技有限公司,噗嗤游戏,"['年终分红', '专项奖金', '带薪年假', '节日礼物']",徐汇区,大专,产品|需求|项目类,1天前发布,数据分析师,15k-30k,不限,"游戏,社交",15-50人,不需要融资
6239517,北京,北京盈衍网络科技有限公司,黄金钱包,"['股票期权', '扁平管理', '十五薪', '定期体检']",朝阳区,本科,产品|需求|项目类,13:58发布,数据分析师,15k-25k,3-5年,金融,50-150人,C轮
5883451,北京,北京慢点生活科技有限公司,动动,"['股票期权', '世界顶级团队', '扁平管理', '六险一金']",朝阳区,本科,产品|需求|项目类,2天前发布,数据分析师,15k-25k,1-3年,医疗丨健康,50-150人,B轮
4746664,杭州,浙江霖梓控股有限公司,霖梓控股,"['股票期权', '带薪年假', '弹性工作', '交通补助']",滨江区,本科,产品|需求|项目类,10:31发布,数据分析师,10k-15k,3-5年,金融,150-500人,B轮
6325989,北京,北京万疆网络科技有限公司,万疆网络,"['年底双薪', '带薪年假', '股票期权', '管理扁平']",海淀区,本科,产品|需求|项目类,1天前发布,数据分析,12k-20k,1-3年,电商,15-50人,A轮
6378069,北京,上海淇毓信息科技有限公司,奇虎360金融,"['年底双薪', '股票期权', '带薪年假', '定期体检']",朝阳区,本科,开发|测试|运维类,1天前发布,数据分析师,20k-30k,3-5年,金融,500-2000人,上市公司
6378069,北京,上海淇毓信息科技有限公司,奇虎360金融,"['年底双薪', '股票期权', '带薪年假', '定期体检']",朝阳区,本科,开发|测试|运维类,1天前发布,数据分析师,20k-30k,3-5年,金融,500-2000人,上市公司
5493780,北京,畅捷通信息技术股份有限公司,畅捷通,"['技能培训', '节日礼物', '绩效奖金', '岗位晋升']",海淀区,本科,产品|需求|项目类,1天前发布,数据分析,12k-18k,1-3年,"企业服务,软件开发",500-2000人,上市公司
4757428,上海,神策网络科技（北京）有限公司,神策数据,"['节日礼物', '年底双薪', '股票期权', '带薪年假']",静安区,本科,产品|需求|项目类,14:51发布,数据分析师-上海,15k-30k,不限,数据服务,150-500人,C轮
6350252,北京,玖富数科科技集团有限责任公司,玖富数科集团,"['绩效奖金', '免费班车', '五险一金', '部门旅游']",朝阳区,本科,开发|测试|运维类,14:47发布,数据分析师 (MJ000149),20k-30k,3-5年,金融,2000人以上,D轮及以上
6021272,北京,北京酷划在线网络技术有限公司,酷划在线,"['移动互联网', '发展壮大', '有竞争力薪酬', '战斗力团队']",海淀区,本科,产品|需求|项目类,13:53发布,数据分析师,20k-40k,不限,移动互联网,150-500人,不需要融资
6091418,北京,凡普金科集团有限公司,凡普金科,"['节日礼物', '技能培训', '带薪年假', '绩效奖金']",东城区,本科,开发|测试|运维类,2天前发布,数据分析师（数据处理方向）,15k-25k,3-5年,金融,2000人以上,不需要融资
6150712,广州,网易（杭州）网络有限公司,网易,"['节日礼物', '技能培训', '免费班车', '带薪年假']",天河区,本科,产品|需求|项目类,12:15发布,数据分析,12k-24k,3-5年,电商,2000人以上,上市公司
6096579,深圳,深圳市阿卡索资讯股份有限公司,阿卡索外教网,"['带薪年假', '弹性工作', '美女多', '领导好']",罗湖区,本科,产品|需求|项目类,1天前发布,数据分析,15k-25k,1-3年,教育,2000人以上,C轮
6263457,上海,上海氪信信息技术有限公司,CraiditX,"['股票期权', '带薪年假', '定期体检', '专项奖金']",徐汇区,本科,开发|测试|运维类,14:29发布,数据分析师（上海）,15k-25k,1-3年,人工智能,50-150人,C轮
6264701,北京,北京弘合柏基金融信息服务有限责任公司,有利网,"['岗位晋升', '股票期权', '绩效奖金', '定期体检']",朝阳区,本科,产品|需求|项目类,10:30发布,数据分析师,10k-15k,1-3年,金融,2000人以上,不需要融资
4996784,北京,车好多旧机动车经纪（北京）有限公司,车好多集团,"['带薪年假', '弹性工作', '免费班车', '五险一金']",朝阳区,本科,产品|需求|项目类,1天前发布,数据分析师（数据策略方向）,15k-30k,3-5年,消费生活,2000人以上,D轮及以上
